name,party,firstname,lastname,position,years,key,start_date,end_date
"Paavo, Arhinmäki",Vasemmistoliitto,Paavo,Arhinmäki, ,2007-2011,Paavo_Arhinmäki,21.3.2007,19.4.2011
"Marko, Asell",SDP,Marko,Asell, ,2007-2011,Marko_Asell,21.3.2007,19.4.2011
"Sirpa, Asko-Seljavaara",Kokoomus,Sirpa,Asko-Seljavaara, ,2007-2011,Sirpa_Asko-Seljavaara,21.3.2007,19.4.2011
"Risto, Autio",Keskusta,Risto,Autio, ,2007-2011,Risto_Autio,21.3.2007,19.4.2011
"Thomas, Blomqvist",RKP,Thomas,Blomqvist, ,2007-2011,Thomas_Blomqvist,21.3.2007,19.4.2011
"Tuija, Brax",Vihreät,Tuija,Brax, Oikeusministeri;;Oikeusministeri;;,2007-2011,Tuija_Brax,21.3.2007,19.4.2011
"Maarit, Feldt-Ranta",SDP,Maarit,Feldt-Ranta, ,2007-2011,Maarit_Feldt-Ranta,21.3.2007,19.4.2011
"Tarja, Filatov",SDP,Tarja,Filatov, ,2007-2011,Tarja_Filatov,21.3.2007,19.4.2011
"Merikukka, Forsius",Vihreät,Merikukka,Forsius, ,2007-2011,Merikukka_Forsius,21.3.2007,19.4.2011
"Christina, Gestrin",RKP,Christina,Gestrin, ,2007-2011,Christina_Gestrin,21.3.2007,19.4.2011
"Jukka, Gustafsson",SDP,Jukka,Gustafsson, ,2007-2011,Jukka_Gustafsson,21.3.2007,19.4.2011
"Maria, Guzenina-Richardson",SDP,Maria,Guzenina-Richardson, ,2007-2011,Maria_Guzenina-Richardson,21.3.2007,19.4.2011
"Susanna, Haapoja",Keskusta,Susanna,Haapoja, ,2007-2011,Susanna_Haapoja,21.3.2007,19.4.2011
"Tuula, Haatainen",SDP,Tuula,Haatainen, ,2007-2011,Tuula_Haatainen,21.3.2007,19.4.2011
"Pekka, Haavisto",Vihreät,Pekka,Haavisto, ,2007-2011,Pekka_Haavisto,21.3.2007,19.4.2011
"Juha, Hakola",Kokoomus,Juha,Hakola, ,2007-2011,Juha_Hakola,21.3.2007,19.4.2011
"Leena, Harkimo",Kokoomus,Leena,Harkimo, ,2007-2011,Leena_Harkimo,21.3.2007,19.4.2011
"Heidi, Hautala",Vihreät,Heidi,Hautala, ,2007-2011,Heidi_Hautala,21.3.2007,19.4.2011
"Lasse, Hautala",Keskusta,Lasse,Hautala, ,2007-2011,Lasse_Hautala,21.3.2007,19.4.2011
"Hannakaisa, Heikkinen",Keskusta,Hannakaisa,Heikkinen, ,2007-2011,Hannakaisa_Heikkinen,21.3.2007,19.4.2011
"Timo, Heinonen",Kokoomus,Timo,Heinonen, ,2007-2011,Timo_Heinonen,21.3.2007,19.4.2011
"Eero, Heinäluoma",SDP,Eero,Heinäluoma, ,2007-2011,Eero_Heinäluoma,21.3.2007,19.4.2011
"Pertti, Hemmilä",Kokoomus,Pertti,Hemmilä, ,2007-2011,Pertti_Hemmilä,21.3.2007,19.4.2011
"Hanna-Leena, Hemming",Kokoomus,Hanna-Leena,Hemming, ,2007-2011,Hanna-Leena_Hemming,21.3.2007,19.4.2011
"Anna-Maja, Henriksson",RKP,Anna-Maja,Henriksson, ,2007-2011,Anna-Maja_Henriksson,21.3.2007,19.4.2011
"Rakel, Hiltunen",SDP,Rakel,Hiltunen, ,2007-2011,Rakel_Hiltunen,21.3.2007,19.4.2011
"Anne, Holmlund",Kokoomus,Anne,Holmlund, Sisäasiainministeri;;Sisäasiainministeri;;,2007-2011,Anne_Holmlund,21.3.2007,19.4.2011
"Hannu, Hoskonen",Keskusta,Hannu,Hoskonen, ,2007-2011,Hannu_Hoskonen,21.3.2007,19.4.2011
"Susanna, Huovinen",SDP,Susanna,Huovinen, ,2007-2011,Susanna_Huovinen,21.3.2007,19.4.2011
"Sinikka, Hurskainen",SDP,Sinikka,Hurskainen, ,2007-2011,Sinikka_Hurskainen,21.3.2007,19.4.2011
"Liisa, Hyssälä",Keskusta,Liisa,Hyssälä, Sosiaali- ja terveysministeri;; Ministeri työministeriössä;;,2007-2011,Liisa_Hyssälä,21.3.2007,19.4.2011
"Jyri, Häkämies",Kokoomus,Jyri,Häkämies, Ministeri valtioneuvoston kansliassa;; Puolustusministeri;;Ministeri valtioneuvoston kansliassa;; Puolustusministeri;;,2007-2011,Jyri_Häkämies,21.3.2007,19.4.2011
"Tuomo, Hänninen",Keskusta,Tuomo,Hänninen, ,2007-2011,Tuomo_Hänninen,21.3.2007,19.4.2011
"Liisa, Jaakonsaari",SDP,Liisa,Jaakonsaari, ,2007-2011,Liisa_Jaakonsaari,21.3.2007,19.4.2011
"Harri, Jaskari",Kokoomus,Harri,Jaskari, ,2007-2011,Harri_Jaskari,21.3.2007,19.4.2011
"Kalle, Jokinen",Kokoomus,Kalle,Jokinen, ,2007-2011,Kalle_Jokinen,21.3.2007,19.4.2011
"Timo, Juurikkala",Vihreät,Timo,Juurikkala, ,2007-2011,Timo_Juurikkala,21.3.2007,19.4.2011
"Heli, Järvinen",Vihreät,Heli,Järvinen, ,2007-2011,Heli_Järvinen,21.3.2007,19.4.2011
"Pietari, Jääskeläinen",Perussuomalaiset,Pietari,Jääskeläinen, ,2007-2011,Pietari_Jääskeläinen,21.3.2007,19.4.2011
"Antti, Kaikkonen",Keskusta,Antti,Kaikkonen, ,2007-2011,Antti_Kaikkonen,21.3.2007,19.4.2011
"Antti, Kalliomäki",SDP,Antti,Kalliomäki, ,2007-2011,Antti_Kalliomäki,21.3.2007,19.4.2011
"Reijo, Kallio",SDP,Reijo,Kallio, ,2007-2011,Reijo_Kallio,21.3.2007,19.4.2011
"Bjarne, Kallis",Kristillisdemokraatit,Bjarne,Kallis, ,2007-2011,Bjarne_Kallis,21.3.2007,19.4.2011
"Timo, Kalli",Keskusta,Timo,Kalli, ,2007-2011,Timo_Kalli,21.3.2007,19.4.2011
"Anne, Kalmari",Keskusta,Anne,Kalmari, ,2007-2011,Anne_Kalmari,21.3.2007,19.4.2011
"Oiva, Kaltiokumpu",Keskusta,Oiva,Kaltiokumpu, ,2007-2011,Oiva_Kaltiokumpu,21.3.2007,19.4.2011
"Ilkka, Kanerva",Kokoomus,Ilkka,Kanerva, Ulkoasiainministeri;;,2007-2011,Ilkka_Kanerva,21.3.2007,19.4.2011
"Matti, Kangas",Vasemmistoliitto,Matti,Kangas, ,2007-2011,Matti_Kangas,21.3.2007,19.4.2011
"Toimi, Kankaanniemi",Kristillisdemokraatit,Toimi,Kankaanniemi, ,2007-2011,Toimi_Kankaanniemi,21.3.2007,19.4.2011
"Ilkka, Kantola",SDP,Ilkka,Kantola, ,2007-2011,Ilkka_Kantola,21.3.2007,19.4.2011
"Saara, Karhu",SDP,Saara,Karhu, ,2007-2011,Saara_Karhu,21.3.2007,19.4.2011
"Arja, Karhuvaara",Kokoomus,Arja,Karhuvaara, ,2007-2011,Arja_Karhuvaara,21.3.2007,19.4.2011
"Johanna, Karimäki",Vihreät,Johanna,Karimäki, ,2007-2011,Johanna_Karimäki,21.3.2007,19.4.2011
"Kyösti, Karjula",Keskusta,Kyösti,Karjula, ,2007-2011,Kyösti_Karjula,21.3.2007,19.4.2011
"Tanja, Karpela",Keskusta,Tanja,Karpela, ,2007-2011,Tanja_Karpela,21.3.2007,19.4.2011
"Ulla, Karvo",Kokoomus,Ulla,Karvo, ,2007-2011,Ulla_Karvo,21.3.2007,19.4.2011
"Jyrki, Kasvi",Vihreät,Jyrki,Kasvi, ,2007-2011,Jyrki_Kasvi,21.3.2007,19.4.2011
"Elsi, Katainen",Keskusta,Elsi,Katainen, ,2007-2011,Elsi_Katainen,21.3.2007,19.4.2011
"Jyrki, Katainen",Kokoomus,Jyrki,Katainen, Pääministerin sijainen;; Valtiovarainministeri;;Pääministerin sijainen;; Valtiovarainministeri;;,2007-2011,Jyrki_Katainen,21.3.2007,19.4.2011
"Sampsa, Kataja",Kokoomus,Sampsa,Kataja, ,2007-2011,Sampsa_Kataja,21.3.2007,19.4.2011
"Timo, Kaunisto",Keskusta,Timo,Kaunisto, ,2007-2011,Timo_Kaunisto,21.3.2007,19.4.2011
"Matti, Kauppila",Vasemmistoliitto,Matti,Kauppila, ,2007-2011,Matti_Kauppila,21.3.2007,19.4.2011
"Inkeri, Kerola",Keskusta,Inkeri,Kerola, ,2007-2011,Inkeri_Kerola,21.3.2007,19.4.2011
"Anneli, Kiljunen",SDP,Anneli,Kiljunen, ,2007-2011,Anneli_Kiljunen,21.3.2007,19.4.2011
"Kimmo, Kiljunen",SDP,Kimmo,Kiljunen, ,2007-2011,Kimmo_Kiljunen,21.3.2007,19.4.2011
"Krista, Kiuru",SDP,Krista,Kiuru, ,2007-2011,Krista_Kiuru,21.3.2007,19.4.2011
"Mari, Kiviniemi",Keskusta,Mari,Kiviniemi, Ministeri sisäasiainministeriössä;; Hallinto- ja kuntaministeri;;Pääministeri;;,2007-2011,Mari_Kiviniemi,21.3.2007,19.4.2011
"Esko, Kiviranta",Keskusta,Esko,Kiviranta, ,2007-2011,Esko_Kiviranta,21.3.2007,19.4.2011
"Katri, Komi",Keskusta,Katri,Komi, ,2007-2011,Katri_Komi,21.3.2007,19.4.2011
"Martti, Korhonen",Vasemmistoliitto,Martti,Korhonen, ,2007-2011,Martti_Korhonen,21.3.2007,19.4.2011
"Timo, Korhonen",Keskusta,Timo,Korhonen, ,2007-2011,Timo_Korhonen,21.3.2007,19.4.2011
"Juha, Korkeaoja",Keskusta,Juha,Korkeaoja, ,2007-2011,Juha_Korkeaoja,21.3.2007,19.4.2011
"Jari, Koskinen",Kokoomus,Jari,Koskinen, ,2007-2011,Jari_Koskinen,21.3.2007,19.4.2011
"Johannes, Koskinen",SDP,Johannes,Koskinen, ,2007-2011,Johannes_Koskinen,21.3.2007,19.4.2011
"Marjaana, Koskinen",SDP,Marjaana,Koskinen, ,2007-2011,Marjaana_Koskinen,21.3.2007,19.4.2011
"Valto, Koski",SDP,Valto,Koski, ,2007-2011,Valto_Koski,21.3.2007,19.4.2011
"Risto, Kuisma",SDP,Risto,Kuisma, ,2007-2011,Risto_Kuisma,21.3.2007,19.4.2011
"Miapetra, Kumpula-Natri",SDP,Miapetra,Kumpula-Natri, ,2007-2011,Miapetra_Kumpula-Natri,21.3.2007,19.4.2011
"Mikko, Kuoppa",Vasemmistoliitto,Mikko,Kuoppa, ,2007-2011,Mikko_Kuoppa,21.3.2007,19.4.2011
"Merja, Kuusisto",SDP,Merja,Kuusisto, ,2007-2011,Merja_Kuusisto,21.3.2007,19.4.2011
"Merja, Kyllönen",Vasemmistoliitto,Merja,Kyllönen, ,2007-2011,Merja_Kyllönen,21.3.2007,19.4.2011
"Lauri, Kähkönen",SDP,Lauri,Kähkönen, ,2007-2011,Lauri_Kähkönen,21.3.2007,19.4.2011
"Kari, Kärkkäinen",Kristillisdemokraatit,Kari,Kärkkäinen, ,2007-2011,Kari_Kärkkäinen,21.3.2007,19.4.2011
"Seppo, Kääriäinen",Keskusta,Seppo,Kääriäinen, ,2007-2011,Seppo_Kääriäinen,21.3.2007,19.4.2011
"Jaakko, Laakso",Vasemmistoliitto,Jaakko,Laakso, ,2007-2011,Jaakko_Laakso,21.3.2007,19.4.2011
"Esa, Lahtela",SDP,Esa,Lahtela, ,2007-2011,Esa_Lahtela,21.3.2007,19.4.2011
"Reijo, Laitinen",SDP,Reijo,Laitinen, ,2007-2011,Reijo_Laitinen,21.3.2007,19.4.2011
"Annika, Lapintie",Vasemmistoliitto,Annika,Lapintie, ,2007-2011,Annika_Lapintie,21.3.2007,19.4.2011
"Jari, Larikka",Kokoomus,Jari,Larikka, ,2007-2011,Jari_Larikka,21.3.2007,19.4.2011
"Markku, Laukkanen",Keskusta,Markku,Laukkanen, ,2007-2011,Markku_Laukkanen,21.3.2007,19.4.2011
"Sanna, Lauslahti",Kokoomus,Sanna,Lauslahti, ,2007-2011,Sanna_Lauslahti,21.3.2007,19.4.2011
"Jouko, Laxell",Kokoomus,Jouko,Laxell, ,2007-2011,Jouko_Laxell,21.3.2007,19.4.2011
"Eero, Lehti",Kokoomus,Eero,Lehti, ,2007-2011,Eero_Lehti,21.3.2007,19.4.2011
"Paula, Lehtomäki",Keskusta,Paula,Lehtomäki, Ympäristöministeri;; Ympäristöministeri;;Ympäristöministeri;;,2007-2011,Paula_Lehtomäki,21.3.2007,19.4.2011
"Jari, Leppä",Keskusta,Jari,Leppä, ,2007-2011,Jari_Leppä,21.3.2007,19.4.2011
"Suvi, Lindén",Kokoomus,Suvi,Lindén, Viestintäministeri;;Viestintäministeri;;,2007-2011,Suvi_Lindén,21.3.2007,19.4.2011
"Mika, Lintilä",Keskusta,Mika,Lintilä, ,2007-2011,Mika_Lintilä,21.3.2007,19.4.2011
"Päivi, Lipponen",SDP,Päivi,Lipponen, ,2007-2011,Päivi_Lipponen,21.3.2007,19.4.2011
"Hannes, Manninen",Keskusta,Hannes,Manninen, ,2007-2011,Hannes_Manninen,21.3.2007,19.4.2011
"Marjo, Matikainen-Kallström",Kokoomus,Marjo,Matikainen-Kallström, ,2007-2011,Marjo_Matikainen-Kallström,21.3.2007,19.4.2011
"Juha, Mieto",Keskusta,Juha,Mieto, ,2007-2011,Juha_Mieto,21.3.2007,19.4.2011
"Markus, Mustajärvi",Vasemmistoliitto,Markus,Mustajärvi, ,2007-2011,Markus_Mustajärvi,21.3.2007,19.4.2011
"Jukka, Mäkelä",Kokoomus,Jukka,Mäkelä, ,2007-2011,Jukka_Mäkelä,21.3.2007,19.4.2011
"Outi, Mäkelä",Kokoomus,Outi,Mäkelä, ,2007-2011,Outi_Mäkelä,21.3.2007,19.4.2011
"Tapani, Mäkinen",Kokoomus,Tapani,Mäkinen, ,2007-2011,Tapani_Mäkinen,21.3.2007,19.4.2011
"Elisabeth, Nauclér",RKP,Elisabeth,Nauclér, ,2007-2011,Elisabeth_Nauclér,21.3.2007,19.4.2011
"Olli, Nepponen",Kokoomus,Olli,Nepponen, ,2007-2011,Olli_Nepponen,21.3.2007,19.4.2011
"Sauli, Niinistö",Kokoomus,Sauli,Niinistö, ,2007-2011,Sauli_Niinistö,21.3.2007,19.4.2011
"Ville, Niinistö",Vihreät,Ville,Niinistö, ,2007-2011,Ville_Niinistö,21.3.2007,19.4.2011
"Håkan, Nordman",RKP,Håkan,Nordman, ,2007-2011,Håkan_Nordman,21.3.2007,19.4.2011
"Tuija, Nurmi",Kokoomus,Tuija,Nurmi, ,2007-2011,Tuija_Nurmi,21.3.2007,19.4.2011
"Mikaela, Nylander",RKP,Mikaela,Nylander, ,2007-2011,Mikaela_Nylander,21.3.2007,19.4.2011
"Mats, Nylund",RKP,Mats,Nylund, ,2007-2011,Mats_Nylund,21.3.2007,19.4.2011
"Lauri, Oinonen",Keskusta,Lauri,Oinonen, ,2007-2011,Lauri_Oinonen,21.3.2007,19.4.2011
"Pentti, Juhani",Perussuomalaiset,Pentti,Juhani, ,2007-2011,Pentti_Juhani,21.3.2007,19.4.2011
"Johanna, Ojala-Niemelä",SDP,Johanna,Ojala-Niemelä, ,2007-2011,Johanna_Ojala-Niemelä,21.3.2007,19.4.2011
"Kirsi, Ojansuu",Vihreät,Kirsi,Ojansuu, ,2007-2011,Kirsi_Ojansuu,21.3.2007,19.4.2011
"Heikki, Ollila",Kokoomus,Heikki,Ollila, ,2007-2011,Heikki_Ollila,21.3.2007,19.4.2011
"Petteri, Orpo",Kokoomus,Petteri,Orpo, ,2007-2011,Petteri_Orpo,21.3.2007,19.4.2011
"Reijo, Paajanen",Kokoomus,Reijo,Paajanen, ,2007-2011,Reijo_Paajanen,21.3.2007,19.4.2011
"Heli, Paasio",SDP,Heli,Paasio, ,2007-2011,Heli_Paasio,21.3.2007,19.4.2011
"Sirpa, Paatero",SDP,Sirpa,Paatero, ,2007-2011,Sirpa_Paatero,21.3.2007,19.4.2011
"Markku, Pakkanen",Keskusta,Markku,Pakkanen, ,2007-2011,Markku_Pakkanen,21.3.2007,19.4.2011
"Sari, Palm",Kristillisdemokraatit,Sari,Palm, ,2007-2011,Sari_Palm,21.3.2007,19.4.2011
"Aila, Paloniemi",Keskusta,Aila,Paloniemi, ,2007-2011,Aila_Paloniemi,21.3.2007,19.4.2011
"Mauri, Pekkarinen",Keskusta,Mauri,Pekkarinen, Ministeri sisäasiainministeriössä;; Kauppa- ja teollisuusministeri;; Elinkeinoministeri;;Elinkeinoministeri;;,2007-2011,Mauri_Pekkarinen,21.3.2007,19.4.2011
"Tuula, Peltonen",SDP,Tuula,Peltonen, ,2007-2011,Tuula_Peltonen,21.3.2007,19.4.2011
"Klaus, Pentti",Keskusta,Klaus,Pentti, ,2007-2011,Klaus_Pentti,21.3.2007,19.4.2011
"Sanna, Perkiö",Kokoomus,Sanna,Perkiö, ,2007-2011,Sanna_Perkiö,21.3.2007,19.4.2011
"Petri, Pihlajaniemi",Kokoomus,Petri,Pihlajaniemi, ,2007-2011,Petri_Pihlajaniemi,21.3.2007,19.4.2011
"Raimo, Piirainen",SDP,Raimo,Piirainen, ,2007-2011,Raimo_Piirainen,21.3.2007,19.4.2011
"Veijo, Puhjo",Vasemmistoliitto,Veijo,Puhjo, ,2007-2011,Veijo_Puhjo,21.3.2007,19.4.2011
"Erkki, Pulliainen",Vihreät,Erkki,Pulliainen, ,2007-2011,Erkki_Pulliainen,21.3.2007,19.4.2011
"Tuomo, Puumala",Keskusta,Tuomo,Puumala, ,2007-2011,Tuomo_Puumala,21.3.2007,19.4.2011
"Lyly, Rajala",Kokoomus,Lyly,Rajala, ,2007-2011,Lyly_Rajala,21.3.2007,19.4.2011
"Kari, Rajamäki",SDP,Kari,Rajamäki, ,2007-2011,Kari_Rajamäki,21.3.2007,19.4.2011
"Antti, Rantakangas",Keskusta,Antti,Rantakangas, ,2007-2011,Antti_Rantakangas,21.3.2007,19.4.2011
"Leena, Rauhala",Kristillisdemokraatit,Leena,Rauhala, ,2007-2011,Leena_Rauhala,21.3.2007,19.4.2011
"Pekka, Ravi",Kokoomus,Pekka,Ravi, ,2007-2011,Pekka_Ravi,21.3.2007,19.4.2011
"Juha, Rehula",Keskusta,Juha,Rehula, Sosiaali- ja terveysministeri;;Sosiaali- ja terveysministeri;;,2007-2011,Juha_Rehula,21.3.2007,19.4.2011
"Eero, Reijonen",Keskusta,Eero,Reijonen, ,2007-2011,Eero_Reijonen,21.3.2007,19.4.2011
"Paula, Risikko",Kokoomus,Paula,Risikko, Peruspalveluministeri;; Ministeri ympäristöministeriössä;;Peruspalveluministeri;;,2007-2011,Paula_Risikko,21.3.2007,19.4.2011
"Markku, Rossi",Keskusta,Markku,Rossi, ,2007-2011,Markku_Rossi,21.3.2007,19.4.2011
"Pirkko, Ruohonen-Lerner",Perussuomalaiset,Pirkko,Ruohonen-Lerner, ,2007-2011,Pirkko_Ruohonen-Lerner,21.3.2007,19.4.2011
"Päivi, Räsänen",Kristillisdemokraatit,Päivi,Räsänen, ,2007-2011,Päivi_Räsänen,21.3.2007,19.4.2011
"Tero, Rönni",SDP,Tero,Rönni, ,2007-2011,Tero_Rönni,21.3.2007,19.4.2011
"Matti, Saarinen",SDP,Matti,Saarinen, ,2007-2011,Matti_Saarinen,21.3.2007,19.4.2011
"Pertti, Salolainen",Kokoomus,Pertti,Salolainen, ,2007-2011,Pertti_Salolainen,21.3.2007,19.4.2011
"Petri, Salo",Kokoomus,Petri,Salo, ,2007-2011,Petri_Salo,21.3.2007,19.4.2011
"Pertti, Salovaara",Keskusta,Pertti,Salovaara, ,2007-2011,Pertti_Salovaara,21.3.2007,19.4.2011
"Sari, Sarkomaa",Kokoomus,Sari,Sarkomaa, Opetusministeri;;,2007-2011,Sari_Sarkomaa,21.3.2007,19.4.2011
"Kimmo, Sasi",Kokoomus,Kimmo,Sasi, ,2007-2011,Kimmo_Sasi,21.3.2007,19.4.2011
"Arto, Satonen",Kokoomus,Arto,Satonen, ,2007-2011,Arto_Satonen,21.3.2007,19.4.2011
"Janne, Seurujärvi",Keskusta,Janne,Seurujärvi, ,2007-2011,Janne_Seurujärvi,21.3.2007,19.4.2011
"Paula, Sihto",Keskusta,Paula,Sihto, ,2007-2011,Paula_Sihto,21.3.2007,19.4.2011
"Anni, Sinnemäki",Vihreät,Anni,Sinnemäki, Työministeri;;Työministeri;;,2007-2011,Anni_Sinnemäki,21.3.2007,19.4.2011
"Minna, Sirnö",Vasemmistoliitto,Minna,Sirnö, ,2007-2011,Minna_Sirnö,21.3.2007,19.4.2011
"Jouko, Skinnari",SDP,Jouko,Skinnari, ,2007-2011,Jouko_Skinnari,21.3.2007,19.4.2011
"Timo, Soini",Perussuomalaiset,Timo,Soini, ,2007-2011,Timo_Soini,21.3.2007,19.4.2011
"Johanna, Sumuvuori",Vihreät,Johanna,Sumuvuori, ,2007-2011,Johanna_Sumuvuori,21.3.2007,19.4.2011
"Seppo, Särkiniemi",Keskusta,Seppo,Särkiniemi, ,2007-2011,Seppo_Särkiniemi,21.3.2007,19.4.2011
"Jacob, Söderman",SDP,Jacob,Söderman, ,2007-2011,Jacob_Söderman,21.3.2007,19.4.2011
"Tommy, Tabermann",SDP,Tommy,Tabermann, ,2007-2011,Tommy_Tabermann,21.3.2007,19.4.2011
"Katja, Taimela",SDP,Katja,Taimela, ,2007-2011,Katja_Taimela,21.3.2007,19.4.2011
"Satu, Taiveaho",SDP,Satu,Taiveaho, ,2007-2011,Satu_Taiveaho,21.3.2007,19.4.2011
"Tarja, Tallqvist",Kristillisdemokraatit,Tarja,Tallqvist, ,2007-2011,Tarja_Tallqvist,21.3.2007,19.4.2011
"Esko-Juhani, Tennilä",Vasemmistoliitto,Esko-Juhani,Tennilä, ,2007-2011,Esko-Juhani_Tennilä,21.3.2007,19.4.2011
"Astrid, Thors",RKP,Astrid,Thors, Ministeri valtioneuvoston kansliassa;; Ministeri oikeusministeriössä;; Maahanmuutto- ja eurooppaministeri;; Ministeri työministeriössä;;Ministeri valtioneuvoston kansliassa;; Ministeri oikeusministeriössä;; Maahanmuutto- ja eurooppaministeri;;,2007-2011,Astrid_Thors,21.3.2007,19.4.2011
"Kimmo, Tiilikainen",Keskusta,Kimmo,Tiilikainen, Ympäristöministeri;;,2007-2011,Kimmo_Tiilikainen,21.3.2007,19.4.2011
"Marja, Tiura",Kokoomus,Marja,Tiura, ,2007-2011,Marja_Tiura,21.3.2007,19.4.2011
"Pentti, Tiusanen",Vasemmistoliitto,Pentti,Tiusanen, ,2007-2011,Pentti_Tiusanen,21.3.2007,19.4.2011
"Lenita, Toivakka",Kokoomus,Lenita,Toivakka, ,2007-2011,Lenita_Toivakka,21.3.2007,19.4.2011
"Erkki, Tuomioja",SDP,Erkki,Tuomioja, ,2007-2011,Erkki_Tuomioja,21.3.2007,19.4.2011
"Oras, Tynkkynen",Vihreät,Oras,Tynkkynen, ,2007-2011,Oras_Tynkkynen,21.3.2007,19.4.2011
"Tapani, Tölli",Keskusta,Tapani,Tölli, Hallinto- ja kuntaministeri;;,2007-2011,Tapani_Tölli,21.3.2007,19.4.2011
"Tuulikki, Ukkola",Kokoomus,Tuulikki,Ukkola, ,2007-2011,Tuulikki_Ukkola,21.3.2007,19.4.2011
"Kari, Uotila",Vasemmistoliitto,Kari,Uotila, ,2007-2011,Kari_Uotila,21.3.2007,19.4.2011
"Jutta, Urpilainen",SDP,Jutta,Urpilainen, ,2007-2011,Jutta_Urpilainen,21.3.2007,19.4.2011
"Markku, Uusipaavalniemi",Keskusta,Markku,Uusipaavalniemi, ,2007-2011,Markku_Uusipaavalniemi,21.3.2007,19.4.2011
"Raija, Vahasalo",Kokoomus,Raija,Vahasalo, ,2007-2011,Raija_Vahasalo,21.3.2007,19.4.2011
"Unto, Valpas",Vasemmistoliitto,Unto,Valpas, ,2007-2011,Unto_Valpas,21.3.2007,19.4.2011
"Matti, Vanhanen",Keskusta,Matti,Vanhanen, Pääministeri;;,2007-2011,Matti_Vanhanen,21.3.2007,19.4.2011
"Jan, Vapaavuori",Kokoomus,Jan,Vapaavuori, Ministeri valtioneuvoston kansliassa;; Ministeri ulkoasiainministeriössä;; Asuntoministeri;;Ministeri valtioneuvoston kansliassa;; Ministeri ulkoasiainministeriössä;; Asuntoministeri;;,2007-2011,Jan_Vapaavuori,21.3.2007,19.4.2011
"Mirja, Vehkaperä",Keskusta,Mirja,Vehkaperä, ,2007-2011,Mirja_Vehkaperä,21.3.2007,19.4.2011
"Anu, Vehviläinen",Keskusta,Anu,Vehviläinen, Liikenneministeri;;Liikenneministeri;;,2007-2011,Anu_Vehviläinen,21.3.2007,19.4.2011
"Pauliina, Viitamies",SDP,Pauliina,Viitamies, ,2007-2011,Pauliina_Viitamies,21.3.2007,19.4.2011
"Pia, Viitanen",SDP,Pia,Viitanen, ,2007-2011,Pia_Viitanen,21.3.2007,19.4.2011
"Ilkka, Viljanen",Kokoomus,Ilkka,Viljanen, ,2007-2011,Ilkka_Viljanen,21.3.2007,19.4.2011
"Pekka, Vilkuna",Keskusta,Pekka,Vilkuna, ,2007-2011,Pekka_Vilkuna,21.3.2007,19.4.2011
"Henna, Virkkunen",Kokoomus,Henna,Virkkunen, Opetusministeri;; Opetusministeri;;Opetusministeri;;,2007-2011,Henna_Virkkunen,21.3.2007,19.4.2011
"Anne-Mari, Virolainen",Kokoomus,Anne-Mari,Virolainen, ,2007-2011,Anne-Mari_Virolainen,21.3.2007,19.4.2011
"Erkki, Virtanen",Vasemmistoliitto,Erkki,Virtanen, ,2007-2011,Erkki_Virtanen,21.3.2007,19.4.2011
"Pertti, Virtanen",Perussuomalaiset,Pertti,Virtanen, ,2007-2011,Pertti_Virtanen,21.3.2007,19.4.2011
"Raimo, Vistbacka",Perussuomalaiset,Raimo,Vistbacka, ,2007-2011,Raimo_Vistbacka,21.3.2007,19.4.2011
"Antti, Vuolanne",SDP,Antti,Vuolanne, ,2007-2011,Antti_Vuolanne,21.3.2007,19.4.2011
"Paavo, Väyrynen",Keskusta,Paavo,Väyrynen, Ulkomaankauppa- ja kehitysministeri;;Ulkomaankauppa- ja kehitysministeri;;,2007-2011,Paavo_Väyrynen,21.3.2007,19.4.2011
"Tuula, Väätäinen",SDP,Tuula,Väätäinen, ,2007-2011,Tuula_Väätäinen,21.3.2007,19.4.2011
"Stefan, Wallin",RKP,Stefan,Wallin, Kulttuuri- ja urheiluministeri;; Kulttuuri- ja urheiluministeri;; Ministeri sosiaali- ja terveysministeriössä;;Kulttuuri- ja urheiluministeri;; Ministeri sosiaali- ja terveysministeriössä;;,2007-2011,Stefan_Wallin,21.3.2007,19.4.2011
"Ulla-Maj, Wideroos",RKP,Ulla-Maj,Wideroos, ,2007-2011,Ulla-Maj_Wideroos,21.3.2007,19.4.2011
"Jyrki, Yrttiaho",Vasemmistoliitto,Jyrki,Yrttiaho, ,2007-2011,Jyrki_Yrttiaho,21.3.2007,19.4.2011
"Ben, Zyskowicz",Kokoomus,Ben,Zyskowicz, ,2007-2011,Ben_Zyskowicz,21.3.2007,19.4.2011
"Ahvenjärvi, Sauli",Kristillisdemokraatit,Sauli,Ahvenjärvi, ,2011-2015,Sauli_Ahvenjärvi,20.4.2011,21.4.2015
"Alanko-Kahiluoto, Outi",Vihreät,Outi,Alanko-Kahiluoto, ,2011-2015,Outi_Alanko-Kahiluoto,20.4.2011,21.4.2015
"Alatalo, Mikko",Keskusta,Mikko,Alatalo, ,2011-2015,Mikko_Alatalo,20.4.2011,21.4.2015
"Anttila, Sirkka-Liisa",Keskusta,Sirkka-Liisa,Anttila, ,2011-2015,Sirkka-Liisa_Anttila,20.4.2011,21.4.2015
"Arhinmäki, Paavo",Vasemmistoliitto,Paavo,Arhinmäki, Kulttuuri- ja urheiluministeri;;,2011-2015,Paavo_Arhinmäki,20.4.2011,21.4.2015
